Scraped_URL,Type,Price,Initial Amount,Monthly Installment,Remaining Installments,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_sector_c1_10_marla_house_for_sale_in_bahria_enclave_islamabad-53026237-11987-1.html,House,PKR4.9 Crore,,,,6,10 Marla,For Sale,5,3 weeks ago,"Bahria Town, Islamabad, Islamabad Capital","Sector C1 10 Marla House for Sale In Bahria enclave Islamabad Accommodation 5 Bedrooms 3 Kitchen 1 TV Lounge 6 Bathrooms Drawing and Dining Room 1 Servant Quarter with Bathroom Beautiful Terrace View Car Poarch Peaceful Environment Attractive and Splendid Views All Living Facilities and Amenities are Available Demand: 49,000,000 Secure Living Standards 247 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step Contact us for More Details.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Prayer Room, Powder Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_sector_c1_10_marla_house_for_sale_in_bahria_enclave_islamabad-53017293-11987-1.html,House,PKR4.5 Crore,,,,6,10 Marla,For Sale,5,1 month ago,"Bahria Town, Islamabad, Islamabad Capital","Sector C1 10 Marla House for sale In Bahria enclave Islamabad Accommodation :- 5 Bedrooms 2 Kitchen 2 TV Lounge 6 Bathrooms Drawing and Dining Room 1 Servant Quarter with Bathroom Beautiful Terrace View Car Poarch Peaceful Environment Attractive and Splendid Views All Living Facilities and Amenities are Available Demand: 45,000,000 Secure Living Standards 247 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step Contact us for More Details.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_sector_b1_5_marla_house_for_sale_in_bahria_enclave_islamabad-53026212-11972-1.html,House,PKR2.65 Crore,,,,4,5 Marla,For Sale,3,1 month ago,"Bahria Town, Islamabad, Islamabad Capital","Sector B1 5 Marla House for Sale In Bahria enclave Islamabad Accommodation 3 Bedrooms 2 Kitchen 2 TV Lounge 4 Bathrooms Drawing and Dining Room 1 Servant Quarter with Bathroom Beautiful Terrace View Car Poarch Peaceful Environment Attractive and Splendid Views All Living Facilities and Amenities are Available Demand: 26,500,000 Secure Living Standards 247 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step Contact us for More Details.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities"
https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_c_gulberg_greens_-_block_c_farm_house_sized_7_kanal-53142769-8315-1.html,Farm House,PKR75 Crore,,,,-,7 Kanal,For Sale,9,2 weeks ago,"Gulberg, Islamabad, Islamabad Capital","Gulberg greens farmhouse for sale UNDER construction Block C 7 kanal Basement, Ground 9 bed with attach bath 3 kitchen Covered parking 10 cars Demand 75 crore Best option for investors","Built in year: 2023, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 9, Bathrooms: 9, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 3, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_b_buy_2400_square_yards_farm_house_at_highly_affordable_price-53142923-8314-1.html,Farm House,PKR6.75 Crore,,,,-,4.8 Kanal,For Sale,-,2 weeks ago,"Gulberg, Islamabad, Islamabad Capital",Gulberg Greens prime location sector B Extension farmhouse available for sale 2400 square yards Main bulverad,"Built in year: 2024, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms: 8, Bathrooms: 9, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_faisal_town_for_sale_house-53232739-8260-1.html,House,PKR3 Crore,,,,5,7 Marla,For Sale,5,6 days ago,"Faisal Town - F-18, Islamabad, Islamabad Capital",Faisal Town house for sale: - 7 marla house - 5 spacious bedrooms - 5 attached washrooms - TV lounge - 2 kitchens - Drawing room - Electricity meter installed,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/dha_defence_phase_6_dha_phase_6_-_sector_a_dha_islamabad_phase_6_sector_a2_b3-53304827-18745-1.html,House,PKR1.4 Crore,,,,-,1 Kanal,For Sale,-,2 days ago,"DHA Defence, Islamabad, Islamabad Capital","Investment Potential Sector A2 holds tremendous investment appeal due to its prime location, ongoing infrastructural development, and rapid appreciation of property values. With DHAs reputation for secure and profitable projects, this sector presents one of the most promising real estate opportunities in the Twin Cities. Whether for residential construction or long-term investment, Sector A2 offers high returns, strong demand, and enduring value.","Built in year: 2020, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_16_3_bedroom_defence_residency_over_seas_block_16_dha_phase_2_gate_2_islamabad-53047483-15120-1.html,Flat,PKR1.5 Crore,,,,3,5.1 Marla,For Sale,3,6 days ago,"DHA Defence, Islamabad, Islamabad Capital",Over seas block 16 3 bedroom Tv lounge Kitchen 3 bathroom Balcony Park Parking Size 1150 sqft,,,,,,,
https://www.zameen.com/Property/e_16_e-16_3_01_bed_apartment_with_tv_lounge_for_sale_in_tower-x_e-16_3_on_easy_installment_plan-53306591-3249-1.html,Flat,PKR36.5 Lakh,PKR9.13 Lakh,PKR2.74 Lakh,10 Months,1,1.6 Marla,For Sale,1,4 weeks ago,"E-16, Islamabad, Islamabad Capital","Tower-X, Main Boulevard, Sector E-16/3 CDECHS Islamabad CDA Approved (Basement+Ground+5) Lift Available 24/7 Shop & Apartment available for sale on easy installment plan Shop Price Start from 36 Lac Apartment Price Start from 23 Lac",,,,,,,
https://www.zameen.com/Property/e_16_e-16_3_studio_available_on_easy_installment_plan_in_tower-x_sector_e-16_3-53306581-3249-1.html,Flat,PKR23 Lakh,PKR5.75 Lakh,PKR1.73 Lakh,10 Months,1,1.1 Marla,For Sale,-,1 day ago,"E-16, Islamabad, Islamabad Capital","Tower-X, Main Boulevard, Sector E-16/3 CDECHS Islamabad CDA Approved (Basement+Ground+5) Lift Available 24/7 Shop & Apartment available for sale on easy installment plan Shop Price Start from 36 Lac Apartment Price Start from 23 Lac",,,,,,,
https://www.zameen.com/Property/chak_shahzad_chak_shahzad_farms_farm_house_for_sale-53149761-20291-1.html,Farm House,PKR45 Crore,,,,-,22 Kanal,For Sale,-,1 month ago,"Chak Shahzad, Islamabad, Islamabad Capital",#Top Location #CDA Transfer #Prime Area,,,,,,,
https://www.zameen.com/Property/islamabad_chak_shahzad_farm_house_for_sale-53149601-158-1.html,Farm House,PKR95 Crore,,,,-,40 Kanal,For Sale,-,1 month ago,"Chak Shahzad, Islamabad, Islamabad Capital",#Top Location #6000 sq. ft covered Area #CDA Transfer #Prime Area,,,,,,,
https://www.zameen.com/Property/f_6_f-6_1_house_for_sale-53176286-3299-1.html,House,PKR50 Crore,,,,-,1.2 Kanal,For Sale,-,1 month ago,"F-6, Islamabad, Islamabad Capital",#Top Location #6Rooms With Attach Bath #Drawing Dining #Corner #Incoming Rent 12 Lac,,,,,,,
https://www.zameen.com/Property/e_11_e-11_3_16_marla_full_house_for_sale_in_e-11-53335408-3238-1.html,House,PKR13 Crore,,,,6,16 Marla,For Sale,5,1 month ago,"E-11, Islamabad, Islamabad Capital",House is just like BRAND NEW in MPCHS 5 Bedrooms with Bath 2 tv Lounge 2 Kitchen Drawing room Servant quarter Separate Meter Gas electricity,"Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/g_11_g-11_3_pha_sf_e_type_full_renovated_flat_for_sale-53135098-3332-1.html,Flat,PKR1.48 Crore,,,,2,3.1 Marla,For Sale,2,3 weeks ago,"G-11, Islamabad, Islamabad Capital",full renovated near to markaz park community centre school tile flooring electric gas water wooden cupboard,"Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 3","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff"
https://www.zameen.com/Property/islamabad_e-11_almost_brand_house_for_sale_in_e-11_3_npf-53338130-329-1.html,House,PKR18 Crore,,,,6,1 Kanal,For Sale,9,2 days ago,"E-11, Islamabad, Islamabad Capital","Triple-Story Modern Designer Corner House for Sale NPF E-11/3, Islamabad A luxurious one kanal (500 square yards) end-corner house located in the prestigious NPF E-11/3 sector of Islamabad is available for sale. This beautifully designed modern designer house offers elegant architecture, spacious interiors, and high-quality construction ideal for a large family or as a premium investment property. Property Details Plot Size: 1 Kanal (500 Sq. Yards) Construction: Triple Story Bedrooms: 9 spacious bedrooms with attached modern bathrooms Drawing & Dining: Separate drawing and dining rooms on each floor TV Lounges: Beautifully designed lounges on all floors Kitchens: 3 stylish kitchens (one on each floor) Servant Quarters: 2 separate servant quarters with attached baths Parking Space: Capacity for 56 cars 30 kv solar install Location: Corner plot with three-side open layout Design: Modern architectural design with premium fittings and finishes Additional Features Wide front and open green views Elegant elevation and high-quality construction Spacious terrace and balconies Located in a peaceful, secure, and fully developed neighborhood Near main road, commercial area","Built in year: 2023, Parking Spaces: 6, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 9, Bathrooms: 11, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_sector_b1_5_marla_house_for_sale_in_bahria_enclave_islamabad-53026212-11972-1.html,House,PKR2.65 Crore,,,,4,5 Marla,For Sale,3,1 month ago,"Bahria Town, Islamabad, Islamabad Capital","Sector B1 5 Marla House for Sale In Bahria enclave Islamabad Accommodation 3 Bedrooms 2 Kitchen 2 TV Lounge 4 Bathrooms Drawing and Dining Room 1 Servant Quarter with Bathroom Beautiful Terrace View Car Poarch Peaceful Environment Attractive and Splendid Views All Living Facilities and Amenities are Available Demand: 26,500,000 Secure Living Standards 247 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step Contact us for More Details.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities"
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_sector_c1_10_marla_house_for_sale_in_bahria_enclave_islamabad-53045390-11987-1.html,House,PKR5.4 Crore,,,,6,10 Marla,For Sale,5,1 month ago,"Bahria Town, Islamabad, Islamabad Capital","Sector C1 10 Marla House for Sale In Bahria enclave Islamabad Accommodation 5 Bedrooms 3 Kitchen 2 TV Lounge 6 Bathrooms Drawing and Dining Room 1 Servant Quarter with Bathroom Beautiful Terrace View Car Poarch Peaceful Environment Attractive and Splendid Views All Living Facilities and Amenities are Available Demand: 54000,000 Secure Living Standards 247 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step Contact us for More Details.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Lounge or Sitting Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_house_for_sale_in_bahria_enclave_islamabad-53310600-1705-1.html,House,PKR2.35 Crore,,,,4,5 Marla,For Sale,3,3 weeks ago,"Bahria Town, Islamabad, Islamabad Capital","5 Marla House For Sale In Bahria Enclave Islamabad. Accommodation: 3 Bedrooms with 4 Attached Bathrooms 2 Kitchen 2 TV Lounge Drawing and dinning 1 Servant Quarter with Bathroom Demand: 23,500,000 All Living Facilities and Amenities are Available Secure Living Standards. 24/7 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step. Contact us for More Details.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Kitchens: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_designer_bungalow_at_prime_location-52659216-339-1.html,House,PKR11.9 Crore,,,,6,1 Kanal,For Sale,5,2 days ago,"DHA Defence, Islamabad, Islamabad Capital",brand new aesthetic designer mansion with 5 specious bedrooms and drawing dinning located at prime location of DHA 2,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_sector_c3_10_marla_house_for_sale_in_bahria_enclave_islamabad-53026176-11989-1.html,House,PKR4.5 Crore,,,,6,10 Marla,For Sale,5,5 days ago,"Bahria Town, Islamabad, Islamabad Capital","Sector C3 10 Marla House for Sale In Bahria enclave Islamabad Accommodation 5 Bedrooms 2 Kitchen 2 TV Lounge 6 Bathrooms Drawing and Dining Room 1 Servant Quarter with Bathroom Beautiful Terrace View Car Poarch Peaceful Environment Attractive and Splendid Views All Living Facilities and Amenities are Available Demand: 45,000,000 Secure Living Standards 247 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step Contact us for More Details.","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_house_for_sale_in_bahria_enclave_islamabad-53340919-1705-1.html,House,PKR2.5 Crore,,,,5,5 Marla,For Sale,4,4 weeks ago,"Bahria Town, Islamabad, Islamabad Capital","5 Marla House For Sale In Bahria Enclave Islamabad. Accommodation: 4 Bedrooms with 5 Attached Bathrooms 1 Kitchen 2 TV Lounge Drawing and dinning 1 Servant Quarter with Bathroom Demand: 25,000,000 All Living Facilities and Amenities are Available Secure Living Standards. 24/7 Power Supply and Many More Come and avail this opportunity because all basic requirements are available at your door step. Contact us for More Details.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Kitchens: 1","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities"
https://www.zameen.com/Property/islamabad_islamabad_expressway_hotel_suite_international_hotel_available_for_sale_monthly_rent_83thousand_83000_main_isla_islamabad_expressway_near_pwd_more_information_contact-53327412-9014-1.html,Flat,PKR2.16 Crore,,,,1,2.5 Marla,For Sale,1,1 week ago,"Islamabad Expressway, Islamabad, Islamabad Capital","Not to sound biased but the city of Islamabad Expressway seems to welcome all with great hope and possibilities. Book this property that's just landed on the market before it's too late. The latest construction projects of 568 Square Feet properties is open for booking, so make a move before it is too late. The spacious property carries an asking price of PKR Rs. 21600000 which is a fair deal. You can find a Flat on the lower or upper levels, as suiting to your requirement. If you want property in Islamabad Expressway, this is the listing you mustn't miss. Reach out to us and our team can answer all your queries.","Built in year: 4, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 12, Floors in Building: 25, Elevators: 4, Service Elevators in Building, Other Main Features","Bedrooms: 4, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities"
