Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Amenities: Healthcare Recreational,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/islamabad_mumtaz_city_brand_new_house_for_sale_8_marla_near_international_airport_walking_distance_metro_bus_and_local_transport_cda_electric_buses_junction_of_m1_and_m2_24_7_security_electricity_sui_gas_and_water_supply_and_ptcl_service_available_near_park_mosque_and_market-52992637-3464-1.html,"Mumtaz City, Islamabad",House,PKR3.05 Crore,6,8 Marla,For Sale,5,4 months ago,"Mumtaz City, Islamabad, Islamabad Capital",ideal location brand new house and located at Mumtaz City near Srinagar highway and Metro bus service near Islamabad international Airport near park mosque and market all facilities available electricity - sngpl- ptcl- water gated community and local transport electric buses school family parks and market near the house easy excess to main double road walking distance sringar highway and Metro bus station,,,,,,,,,,
https://www.zameen.com/Property/f_8_f-8_3_corner_house_for_sale_in_f-8_4-47624867-3316-1.html,"F-8/3, F-8",House,PKR33 Crore,6,1.2 Kanal,For Sale,6,3 months ago,"F-8, Islamabad, Islamabad Capital","aoa dear sir. . . . we have good options in F8 F7 F6 . . . if you need . . . plz contact for best services . . . zawiya enterprises is an established real estate consultancy offering advisory services to investors and individuals alike, since year 2000. We are known as a reliable service provider in all aspects of real estate business from commercial to the residential and from large scale deals for the housing societies to high-rise building projects in ICT, Bahria town, DHA, Gulberg and other leading societies in and around the Twin cities. we are a registered with real estate association and with FBR. we cater all the requirements of our worthy clients from verification of the documents of land/ plot/ building to the process of NOC (WHERE REQUIRED) till the handing over and completion of transfer to the satisfaction of the client in a most transparent manner. In addition we render most profitable deals from our inventory at a lowest service charges. To offer best opportunities and safeguard your capital is our sole philosophy as we look in the value against money for our service to you and desire for a long term relationship","Built in year: 2000, Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_f-8_2_kanal_house_for_sale_in_f-8-52107245-166-1.html,"F-8, Islamabad",House,PKR45 Crore,7,2 Kanal,For Sale,9,6 days ago,"F-8, Islamabad, Islamabad Capital","Aoa Dear Sir. . . . we have good options in F6 F7 F8 F10 . . . if you need good options plz contact for best services . . . direct deal with owner . . . we are also deal in commercial and residential area. . . Zawiya Enterprises Is An Established Real Estate Consultancy Offering Advisory Services To Investors And Individuals Alike, Since Year 2000. We Are Known As A Reliable Service Provider In All Aspects Of Real Estate Business From Commercial To The Residential And From Large Scale Deals For The Housing Societies To High-Rise Building Projects In ICT, Bahria Town, DHA, Gulberg And Other Leading Societies In And Around The Twin Cities. We Are A Registered With Real Estate Association And With FBR. We Cater All The Requirements Of Our Worthy Clients From Verification Of The Documents Of Land/ Plot/ Building To The Process Of NOC (WHERE REQUIRED) Till The Handing Over And Completion Of Transfer To The Satisfaction Of The Client In A Most Transparent Manner. In Addition We Render Most Profitable Deals From Our Inventory At A Lowest Service Charges. To Offer Best Opportunities And Safeguard Your Capital Is Our Sole Philosophy As We Look In The Value Against Money For Our Service To You And Desire For A Long Term Relationship. . .","Built in year: 2023, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_f-10_2_kanal_house_for_sale_in_f-10_cda_sector-52010216-162-1.html,"F-10, Islamabad",House,PKR35 Crore,7,2 Kanal,For Sale,8,6 days ago,"F-10, Islamabad, Islamabad Capital","Zawiya Enterprises Is An Established Real Estate Consultancy Offering Advisory Services To Investors And Individuals Alike, Since Year 2000. We Are Known As A Reliable Service Provider In All Aspects Of Real Estate Business From Commercial To The Residential And From Large Scale Deals For The Housing Societies To High-Rise Building Projects In ICT, Bahria Town, DHA, Gulberg And Other Leading Societies In And Around The Twin Cities. We Are A Registered With Real Estate Association And With FBR. We Cater All The Requirements Of Our Worthy Clients From Verification Of The Documents Of Land/ Plot/ Building To The Process Of NOC (WHERE REQUIRED) Till The Handing Over And Completion Of Transfer To The Satisfaction Of The Client In A Most Transparent Manner. In Addition We Render Most Profitable Deals From Our Inventory At A Lowest Service Charges. To Offer Best Opportunities And Safeguard Your Capital Is Our Sole Philosophy As We Look In The Value Against Money For Our Service To You And Desire For A Long Term Relationship. . .","Built in year: 2000, Parking Spaces: 6, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 8, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_g-9_30x50_live_able_house_for_sale_near_g9_market_islamabad-52151749-171-1.html,"G-9, Islamabad",House,PKR5.5 Crore,5,6 Marla,For Sale,5,6 days ago,"G-9, Islamabad, Islamabad Capital","Aoa Dear Sir. . . . Zawiya Enterprises Is An Established Real Estate Consultancy Offering Advisory Services To Investors And Individuals Alike, Since Year 2000. We Are Known As A Reliable Service Provider In All Aspects Of Real Estate Business From Commercial To The Residential And From Large Scale Deals For The Housing Societies To High-Rise Building Projects In ICT, Bahria Town, DHA, Gulberg And Other Leading Societies In And Around The Twin Cities. We Are A Registered With Real Estate Association And With FBR. We Cater All The Requirements Of Our Worthy Clients From Verification Of The Documents Of Land/ Plot/ Building To The Process Of NOC (WHERE REQUIRED) Till The Handing Over And Completion Of Transfer To The Satisfaction Of The Client In A Most Transparent Manner. In Addition We Render Most Profitable Deals From Our Inventory At A Lowest Service Charges. To Offer Best Opportunities And Safeguard Your Capital Is Our Sole Philosophy As We Look In The Value Against Money For Our Service To You And Desire For A Long Term Relationship. . .","Built in year: 1990, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/i_11_i-11_2_4_marla_house_for_sale_in_1400_series-53328538-9879-1.html,"I-11/2, I-11",House,PKR2.8 Crore,5,4 Marla,For Sale,5,5 months ago,"I-11, Islamabad, Islamabad Capital",4 Marla Best Location House For Sale In 1400 Series,"Built in year: 2015, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 8, Bathrooms: 9, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room","Lawn or Garden, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_b-17_5_marla_corner_house_for_sale_in_f_block_b-17_islamabad-53247187-616-1.html,"B-17, Islamabad",House,PKR2.5 Crore,5,5 Marla,For Sale,4,5 months ago,"B-17, Islamabad, Islamabad Capital","5 Marla Corner House for Sale in F Block, B-17, Islamabad - Plot Size: 25x50 - Type: Double Story with Servant Room & Mumty - Features: - A+ Construction - 60ft Wide Street - Gas/Electricity Meters - Lawn - CDA/RDA Approved - Beautiful Interior - Amenities: - Masjid, Markaz, School, Park, Water Filtration nearby - 24/7 Security - Fiber Internet - Underground Electricity Contactformoreinfo!","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_b-17_ii_5_marla_luxury_house_ii_for_sale_ii_best_location_near_to_mdr-53257281-8527-1.html,"MPCHS - Block F, MPCHS - Multi Gardens",House,PKR2.6 Crore,4,5 Marla,For Sale,4,5 months ago,"B-17, Islamabad, Islamabad Capital","5 Marla beautiful house available for sale in B-17 Islamabad 4 spacious bedrooms with attached bathrooms 2 stylish drawing rooms 2 modern kitchens with quality fittings Car parking space available Located near commercial area, school, mart, masjid and MDR","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 1, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",,"Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/e_11_e-11_4_flat_in_al-mustafa_arcade_street_15_e-11_4-53070385-3241-1.html,"E-11/4, E-11",Flat,PKR80 Lakh,2,4.7 Marla,For Sale,2,2 days ago,"E-11, Islamabad, Islamabad Capital","Al-Mustafa arcade street 15 E-11/4 near to Qurtaba Heights and apollo tower semi-Furnished 2 bed spacious apartment for sale very reasonable price rental value : 65 to 70 thousand per month, 2nd floor separate electric wapda meter , underground car parking grab this opportunity, for visit contact","Built in year: 2016, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 6, Elevators, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi",,,
https://www.zameen.com/Property/g_11_3_capital_heights_captain_height_g-11_3_apartments_for_sale-53271366-13256-1.html,"Capital Heights, G-11/3",Flat,PKR3.05 Crore,2,6.4 Marla,For Sale,2,1 week ago,"G-11, Islamabad, Islamabad Capital",Capital Height G-11/3 2 bedroom Brand new Apartments for sale Size 1435 square ft Tv Lounge Kitchen Demand 3.30 Crore,"Built in year: 2025, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 12, Elevators: 4, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_e_1_kanal_house_for_sale-53247912-3193-1.html,"DHA Phase 1 - Sector E, DHA Defence Phase 1",House,PKR9.95 Crore,6,1 Kanal,For Sale,5,3 months ago,"DHA Defence, Islamabad, Islamabad Capital",DHA 1 Islamabad 1 Kanal Brand New House For Sale Double Unit 5 Bed Rooms 2 Kitchen 2 Tv Lounge 2 Store Room 1 Servant Quarter Huge Car Parking Prime Location Owner Build Near To Mosque / Commercial,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service",Security Staff,,,,,
https://www.zameen.com/Property/islamabad_top_city_1_investor_rate_brand_new_studio_apartment_for_sale_b_block_on_investor_rate_in_top_city_islamabad-52899028-1383-1.html,"Top City 1, Islamabad",Flat,PKR45 Lakh,1,2.1 Marla,For Sale,-,2 months ago,"Top City 1, Islamabad, Islamabad Capital","Top City-1 Islamabad is a Prestigious Housing Society located in the Heart of Islamabad, just Top 5 minutes' drive from Zero Point. It is a well-planned Community with wide Roads, Beautiful Parks, and Modern amenities. The society offers a unique blend of luxury and affordability, Making it an Attractive option for Families and Investors alike. Kashmir Highway 2 km Metro Station 2 km M1 one Near mint drive away M2 one mint drive away CPEC 3 mint drive away Islamabad International Airport 2 mint drive away Thaliana interchange Top 5 mint drive away GT Road 5 mint drive away All bus Terminals like Daewoo ,Faisal Movers,Skyways,Road Master ,Kohistan etc. 6 mints drive away Quaid e Azam am International Hospital 7 mints drive away Zoo, School, Park ,Playgrounds ,Community Centre ,Mosque ,Golf Club, Commercial Market 2km Contact","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 1, Bathrooms: 1, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms","Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/kuri_road_phaf_officers_residencia_3_bed_flat_with_2_baths_available_for_sale_family_flat-53302024-13099-1.html,"PHAF Officers Residencia, Kuri Road",Flat,PKR1.25 Crore,2,5.2 Marla,For Sale,3,2 months ago,"Kuri Road, Islamabad, Islamabad Capital","Experience comfortable living in this beautiful 3-bedroom apartment available for sale in the PHA Flats, a secure and well-maintained community. This elegant flat features 2 modern bathrooms, a spacious TV lounge, a fully equipped kitchen, and a balcony with an open scenic view. Perfect for families seeking a peaceful environment with easy access to main roads, schools, hospitals, and shopping centers. The building offers 24/7 security, reserved car parking, and a clean, well-managed setup. Ready to move in book your visit today and make this your new home!","Built in year: 2022, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 2, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_f-11_f-11_markaz_abu_dhabi_2_bedroom_tv_lounge_kitchen_available_for_sale-49608694-163-1.html,"F-11, Islamabad",Flat,PKR1.3 Crore,2,4.4 Marla,For Sale,2,5 months ago,"F-11, Islamabad, Islamabad Capital",F11 Markaz Abu Dhabi Tower Two Bedroom Big TV lounge kitchen unfurnished Floor basement Underground Parking Lift Backup Generator Walking Distance Park And Market Original Picture Uploaded More Detail Please Contact Raja Danish,"Built in year: 2021, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 6, Elevators: 4, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 1, Bathrooms: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_j_best_location_4_bed_flat_in_askari_heights_sector_j_with_top_panoramic_view-52824598-17389-1.html,"DHA Phase 5 - Sector J, DHA Defence Phase 5",Flat,PKR4.1 Crore,5,13.3 Marla,For Sale,4,6 months ago,"DHA Defence, Islamabad, Islamabad Capital",4 bed flat almost 3000 sq fit brand new Block 10 Dream location Askari heights 4 sector J with servant quarter and laundry Panoramic view of sector J helicopter playing courts green belts plus river Backed by the security management of dha Ideal buying for end user Direct deal with owner Exclusive listing Call please for further details,"Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_30_60_available_for_sale-53351086-3115-1.html,"MPCHS - Multi Gardens, B-17",House,PKR3.75 Crore,5,8 Marla,For Sale,4,4 months ago,"B-17, Islamabad, Islamabad Capital","7 Marla Short Corner Double Storey Double Unit House Available For Sale In Block E, MPCHS Sector B-17 Islamabad. House no 2903, Street no 113, Block E. Main Double Road Directly access, Near to Masjid, School and Markaz GROUND FLOOR PLAN: Spacious Garage 2 bedrooms with attached washroom and dressing Drawing room Tv lounge Open kitchen Laundry area. FIRST FLOOR PLAN: 2 Bedrooms with attached washroom and dressing 1 Multi purpose room TV Lounge Drawing Room Open Kitchen Mumty/servant room with washroom. Electricity meter installed. Water bore available Visit Any time Possible","Built in year: 2017, Parking Spaces: 03, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 06, Bathrooms: 07, Servant Quarters: 02, Drawing Room, Dining Room, Kitchens: 03, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 02, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_valley_oleander_sector_oleander_sector_-_dha_homes_block_a_8_marla_brand_new_corner_front_open_home_with_extra_land_available_for_sale-53238869-16792-1.html,"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",House,PKR1.65 Crore,3,8 Marla,For Sale,3,5 months ago,"DHA Defence, Islamabad, Islamabad Capital",8 Marla (30x60) Brand New Corner Front Open Home With Extra Land Available For Sale For More Details Please Contact More Options Also Available For Sale,"Parking Spaces: 2, Flooring, Waste Disposal, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Lawn or Garden, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_valley_lilly_sector_lilly_sector_-_dha_homes_08_marla_double_storey_house_available_for_sale-53347714-16826-1.html,"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",House,PKR1.52 Crore,3,8 Marla,For Sale,3,4 months ago,"DHA Defence, Islamabad, Islamabad Capital","08 Marla double story well mantanend homes beautiful location best community good environment all facilities available like parks, gym etc.","Built in year: 2019, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Other Healthcare and Recreation Facilities",,,
